"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"6400","x","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6403","x","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6404","k","f","g","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"6407","b","f","w","f","n","f","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"6408","f","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6410","x","y","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6411","f","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6412","x","s","n","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6413","f","s","e","f","s","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6414","f","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6415","f","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6417","f","y","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6418","f","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6419","x","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6420","f","s","e","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6421","f","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6422","f","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6426","f","y","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6427","f","y","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6428","f","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6430","x","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6431","x","y","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6433","x","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6434","f","y","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6436","f","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6437","x","y","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6438","f","s","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6439","f","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6440","x","y","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6441","x","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6444","x","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6446","f","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6447","k","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6448","x","s","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6450","k","s","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"6451","f","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6452","x","s","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6457","f","y","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6458","x","s","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6460","f","s","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6461","f","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6462","f","y","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6464","f","y","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6465","f","y","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6466","k","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6467","k","y","n","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6469","x","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6470","k","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6471","x","s","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6472","f","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6473","x","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6474","f","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6475","x","s","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6476","f","y","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6477","x","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6478","x","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6479","x","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6480","x","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6481","x","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6482","f","y","e","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6483","f","s","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6484","x","s","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6485","f","y","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6486","f","s","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6487","f","s","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6490","x","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6491","f","y","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6492","f","s","n","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6493","f","y","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6494","f","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6495","f","y","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6496","f","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6497","f","s","e","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6498","f","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6499","f","y","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6500","f","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6501","f","s","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6502","k","y","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6503","f","y","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6504","f","s","e","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6506","f","y","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6507","f","y","e","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6509","x","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6510","x","f","w","f","n","f","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"6511","x","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6512","x","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6513","f","y","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6514","x","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6515","x","s","n","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6517","x","s","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6519","f","y","e","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6520","f","y","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6522","x","s","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6523","k","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6524","k","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6525","f","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6526","x","s","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6527","f","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6529","f","y","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6532","k","y","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6533","f","s","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6536","x","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6537","f","y","e","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6538","f","y","n","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6539","x","y","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6540","f","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6541","x","s","e","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6542","x","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6543","f","y","n","f","f","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6544","f","y","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6545","f","y","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6546","f","y","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6547","f","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6549","f","y","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6551","k","s","e","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6552","f","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6554","f","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6556","k","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6558","f","s","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6560","x","s","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6562","f","s","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6564","x","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6566","f","y","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6568","f","s","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6569","x","s","e","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6570","x","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6572","x","s","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6575","k","s","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6576","x","y","e","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6578","f","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6579","x","s","n","f","f","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6580","k","y","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6581","x","s","e","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6582","f","y","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6585","f","s","n","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6587","k","y","n","f","y","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6588","f","y","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6589","f","s","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6590","f","s","n","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6591","x","s","n","f","y","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6594","x","y","e","f","s","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6595","f","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6596","x","s","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6598","f","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6599","f","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6600","x","s","g","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","n","e"
"6601","k","y","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6602","x","y","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6603","x","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6605","f","y","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6606","k","y","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6607","x","s","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6608","x","s","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6612","x","s","n","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6614","f","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6615","f","s","n","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6616","f","s","n","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6617","f","s","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6618","x","y","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6619","x","s","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6621","f","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6622","x","s","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6625","f","s","e","f","f","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6626","x","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6627","x","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6628","x","s","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6629","x","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6630","x","s","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6631","x","s","n","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6632","f","s","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6633","f","y","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6634","x","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6635","x","s","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6638","f","s","e","f","y","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6639","k","y","n","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6640","x","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6642","k","y","n","f","y","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6643","f","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6644","f","s","n","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6645","x","s","e","f","y","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6646","x","s","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6647","f","y","n","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6648","f","y","n","f","s","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6649","x","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6650","f","y","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6652","f","y","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6653","f","y","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6654","x","y","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6657","x","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6660","f","s","e","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6661","b","f","g","f","n","f","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"6662","x","s","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6663","k","s","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6664","b","s","n","f","n","a","c","b","o","e","?","s","s","o","o","p","n","o","p","y","v","e"
"6665","f","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6666","f","y","n","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6667","x","y","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6669","k","y","c","f","m","a","c","b","w","e","c","k","y","c","c","p","w","n","n","w","c","p"
"6671","f","s","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6672","x","s","n","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6673","x","y","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6674","x","s","e","f","f","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6675","f","s","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6679","x","s","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6680","f","y","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6681","f","y","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6682","x","y","e","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6683","f","y","e","f","s","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6685","f","s","e","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6686","x","s","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6687","x","s","e","f","f","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6688","k","y","e","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6689","x","y","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6691","x","s","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6692","x","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6693","f","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6694","f","y","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6695","x","s","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6696","k","s","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6697","f","s","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6698","f","y","n","f","f","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6699","f","y","e","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6700","f","y","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6701","f","y","n","f","f","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6703","f","y","n","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6704","f","s","n","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6706","x","s","n","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6707","f","y","e","f","f","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6708","k","y","n","f","y","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6709","f","s","n","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6710","f","y","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6711","f","s","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6713","f","s","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6714","x","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6715","f","y","e","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6716","x","s","e","f","y","f","c","n","b","t","?","k","k","p","p","p","w","o","e","w","v","p"
"6717","f","s","e","f","s","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6718","f","s","n","f","f","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6719","x","s","n","f","y","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6720","x","s","e","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6721","f","s","e","f","s","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6722","x","s","e","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6727","x","y","e","f","s","f","c","n","b","t","?","s","s","w","p","p","w","o","e","w","v","p"
"6728","f","s","e","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6729","x","s","e","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6730","f","y","n","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6731","x","s","e","f","f","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6732","x","s","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6733","f","s","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6734","x","s","e","f","s","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6738","x","y","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6739","k","y","n","f","y","f","c","n","b","t","?","k","k","w","w","p","w","o","e","w","v","p"
"6740","f","y","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6742","f","s","n","f","y","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6743","x","s","e","f","s","f","c","n","b","t","?","k","k","p","w","p","w","o","e","w","v","p"
"6744","f","s","e","f","y","f","c","n","b","t","?","k","s","p","p","p","w","o","e","w","v","p"
"6745","x","f","g","f","n","f","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"6746","x","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6747","f","s","n","f","f","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6749","x","s","e","f","f","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6750","x","s","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6751","x","s","e","f","s","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6752","f","y","e","f","y","f","c","n","b","t","?","k","s","w","w","p","w","o","e","w","v","p"
"6754","f","y","n","f","s","f","c","n","b","t","?","k","s","w","p","p","w","o","e","w","v","p"
"6756","f","y","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6757","f","s","n","f","f","f","c","n","b","t","?","s","k","p","w","p","w","o","e","w","v","p"
"6758","f","y","n","f","f","f","c","n","b","t","?","s","k","w","p","p","w","o","e","w","v","p"
"6759","x","y","e","f","s","f","c","n","b","t","?","k","s","p","w","p","w","o","e","w","v","p"
"6760","f","y","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6761","x","s","n","f","y","f","c","n","b","t","?","s","k","p","p","p","w","o","e","w","v","p"
"6762","f","y","e","f","f","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6764","b","s","n","f","n","a","c","b","y","e","?","s","s","o","o","p","n","o","p","o","c","e"
"6765","f","s","n","f","s","f","c","n","b","t","?","s","s","w","w","p","w","o","e","w","v","p"
"6766","x","s","n","f","s","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6767","f","y","n","f","s","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6769","f","y","n","f","y","f","c","n","b","t","?","s","s","p","w","p","w","o","e","w","v","p"
"6770","f","s","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6771","f","y","e","f","y","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
"6773","f","s","n","f","s","f","c","n","b","t","?","k","k","w","p","p","w","o","e","w","v","p"
"6774","x","s","e","f","y","f","c","n","b","t","?","s","k","w","w","p","w","o","e","w","v","p"
"6775","x","f","w","f","n","f","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"6776","f","s","n","f","f","f","c","n","b","t","?","s","s","p","p","p","w","o","e","w","v","p"
